face_present,no_of_face,face_x,face_y,face_w,face_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_tip_x,nose_tip_y,mouth_x,mouth_y,face_conf,hand_count,left_hand_x,left_hand_y,right_hand_x,right_hand_y,hand_obj_interaction,head_pose,head_pitch,head_yaw,head_roll,phone_present,phone_loc_x,phone_loc_y,phone_conf,gaze_on_script,gaze_direction,gazePoint_x,gazePoint_y,pupil_left_x,pupil_left_y,pupil_right_x,pupil_right_y,label
1,1,260.0,213.0,172.0,172.0,320.8218729496002,259.53786849975586,395.1567554473877,262.37904131412506,362.2880554199219,297.0468521118164,355.6650282207288,338.5583179875424,95.1259970664978,0,0,0,0,0,0,forward,0.012336778467146883,-0.1333861966805832,0.04067913076593556,1,229,239,0.8553517460823059,0,top_left,358,260,320.2334175109863,258.93842124938965,395.8603210449219,261.7374515533447,0
1,1,259.0,209.0,174.0,174.0,319.78575825691223,259.71457958221436,394.21141386032104,262.8241503238678,362.99163818359375,295.0664520263672,356.70319406609786,336.2926904778731,96.0589587688446,0,0,0,0,0,0,forward,0.05253393260744309,-0.14355172945716801,0.03373301863245778,1,232,239,0.7863633632659912,0,top_left,357,260,318.9818572998047,259.361967086792,395.04266357421875,262.4644546508789,0
1,1,261.0,208.0,173.0,173.0,321.04153275489807,259.52781915664673,395.74891805648804,262.7090871334076,364.47120666503906,292.5223731994629,357.5144958496094,335.0771909011038,96.22679948806763,0,0,0,0,0,0,forward,0.09568203144161165,-0.1436260432771637,0.04490330227992274,1,230,240,0.7328429818153381,0,top_left,358,260,320.30532455444336,259.37096214294434,396.4769287109375,262.4314498901367,0
1,1,268.0,209.0,167.0,167.0,325.1538586616516,253.33939969539642,397.82830238342285,256.2844043970108,367.9787826538086,290.4019260406494,362.83429798326995,332.558429115697,95.06990313529968,0,0,0,0,0,0,forward,0.07138460965107217,-0.17617111114821773,0.024322034028187965,1,237,239,0.8129987120628357,0,top_left,361,254,324.28394317626953,252.70985412597656,398.5661392211914,255.58280754089355,0
1,1,264.0,207.0,174.0,174.0,324.562509059906,252.2895509004593,399.72118616104126,254.0505015850067,367.7899169921875,289.8452854156494,363.93877330579255,332.6096308858771,94.93657350540161,0,0,0,0,0,0,forward,0.039984848138603424,-0.13709340037704024,0.005097376835605221,1,233,239,0.8354544043540955,0,top_left,362,252,324.0617141723633,251.4309024810791,400.85015869140625,253.14824295043945,0
1,1,261.0,207.0,177.0,177.0,322.30271458625793,251.51553869247437,397.69460439682007,252.58642852306366,366.5462875366211,288.91719818115234,361.44031725431745,330.6704972919665,94.77112293243408,0,0,0,0,0,0,forward,0.020617091106383868,-0.1668938291981477,0.007533293548145293,1,239,240,0.786681056022644,0,top_left,359,251,321.724422454834,250.8398666381836,397.32396697998047,251.5985870361328,0
1,1,266.0,204.0,172.0,172.0,319.544118642807,251.31783306598663,398.6575961112976,254.39615786075592,365.52188873291016,287.4946975708008,360.13599596525495,331.59885858234605,94.71960663795471,0,0,0,0,0,0,forward,0.06362970060466842,-0.12857092719181493,0.024102954282343166,1,243,240,0.6447995901107788,0,top_left,358,252,317.7465629577637,250.45366859436035,398.3827819824219,253.66965866088867,0
1,1,263.0,202.0,175.0,175.0,320.7698321342468,250.4765921831131,399.6265482902527,253.20881724357605,367.9264831542969,286.9781684875488,362.74003079063016,330.5664464047081,95.17135620117188,0,0,0,0,0,0,forward,0.05759824337352745,-0.14458079298105966,0.01777876254135744,1,235,240,0.7771859765052795,0,top_left,359,250,319.3042755126953,249.35070991516113,400.67256927490234,252.0908489227295,0
1,1,266.0,204.0,172.0,172.0,320.8985233306885,249.6161323785782,399.2785382270813,250.08729100227356,368.5572814941406,287.4089813232422,362.5663938020405,330.7267645785683,95.0188934803009,0,0,0,0,0,0,forward,0.0072759256294880024,-0.15874495475271072,-0.005800981722232022,1,231,239,0.8378784656524658,0,top_left,359,249,319.7784309387207,248.94636154174805,399.61883544921875,249.2819480895996,0
1,1,265.0,203.0,175.0,175.0,322.2728657722473,248.3535200357437,401.10302448272705,250.76801776885986,367.7790069580078,285.2025604248047,363.247473867316,329.95955115870424,95.39415240287781,0,0,0,0,0,0,forward,0.05133803317993567,-0.13204992690580555,0.017592893903763115,1,239,240,0.7343736886978149,0,top_left,361,248,321.78063201904297,247.68739128112793,401.84007263183594,250.05784606933594,0
